account_id,user_id,logins_month_1,logins_month_2,logins_month_3,logins_month_4,logins_month_5,logins_month_6,logins_month_7,logins_month_8,logins_month_9,logins_month_10,logins_month_11,logins_month_12,churn_score
22,261,2,0,49,37,0,18,35,30,24,12,50,19,0
22,262,28,19,0,37,31,0,2,36,0,34,12,42,0
22,263,15,13,11,9,8,7,6,5,4,3,3,3,69
22,264,22,19,16,14,12,10,8,7,6,5,4,3,65
22,265,28,26,24,22,20,18,17,16,15,14,13,12,30
23,266,0,0,47,3,9,8,4,0,0,16,7,30,0
23,267,19,16,14,12,10,9,8,7,6,5,4,3,66
23,268,0,29,13,7,0,0,55,22,0,21,36,18,0
23,269,25,62,8,0,0,15,36,2,10,29,0,3,52
23,270,0,0,40,24,0,0,26,41,32,8,0,32,0
23,271,11,10,47,10,10,0,2,0,0,15,0,0,73
23,272,23,19,16,13,11,9,7,6,5,4,3,2,69
23,273,19,16,14,12,10,8,7,6,5,4,3,3,67
23,274,25,26,31,5,0,30,24,2,26,0,36,8,38
23,275,8,27,13,0,36,70,5,9,0,42,33,0,43
23,276,29,13,31,37,37,33,10,5,0,25,12,7,36
23,277,51,0,8,16,16,25,0,14,18,4,23,0,62
24,278,26,21,17,14,11,9,7,6,5,4,3,2,68
24,279,44,40,6,33,17,16,13,50,42,30,12,16,14
24,280,17,15,13,12,11,10,9,8,7,6,5,4,61
24,281,23,0,4,57,36,46,2,17,41,28,25,48,0
24,282,10,0,0,0,33,36,28,18,0,0,0,26,0
24,283,4,29,3,14,0,40,4,45,16,0,12,0,55
24,284,0,26,0,0,11,21,10,3,2,17,0,8,0
24,285,0,32,0,15,0,31,39,25,0,32,0,0,13
24,286,23,19,16,13,11,9,7,6,5,4,3,2,69
24,287,55,0,1,18,7,23,33,30,27,48,0,45,0
24,288,0,0,0,0,50,25,36,26,16,16,7,9,0
24,289,7,12,7,0,29,10,15,3,25,19,39,25,0
24,290,12,9,7,5,4,3,2,2,2,2,2,2,77
24,291,12,12,7,12,54,0,0,43,8,6,36,0,56
24,292,15,11,25,26,37,0,23,0,11,16,18,17,2
24,293,8,65,31,17,21,23,24,10,7,12,0,29,0
25,294,7,12,0,13,0,30,34,1,0,19,40,45,0
25,295,31,6,26,35,0,49,0,29,44,13,12,28,0
25,296,24,19,6,0,21,0,0,0,11,3,7,25,23
25,297,34,22,13,18,0,17,12,0,2,12,3,0,70
25,298,17,37,0,0,24,33,7,1,39,31,32,6,33
25,299,0,68,29,73,32,4,32,33,22,28,30,0,0
25,300,13,14,32,35,30,0,30,0,31,0,13,0,55
25,301,34,26,21,24,13,16,4,16,3,35,0,25,17
25,302,10,33,7,28,38,17,21,13,17,0,9,0,55
25,303,17,13,10,8,6,5,4,3,2,2,2,2,76
25,304,20,49,6,34,38,0,0,35,13,0,2,23,0
25,305,0,13,8,15,17,65,8,47,48,30,10,0,0
25,306,0,50,0,22,41,6,3,4,33,36,16,53,0
25,307,63,18,0,0,27,41,0,57,48,19,26,33,4
25,308,20,41,26,19,38,23,25,52,6,0,16,19,0
25,309,18,29,47,18,0,27,0,0,22,0,0,7,43
25,310,18,0,24,29,1,10,19,0,19,0,26,6,49
25,311,29,3,0,9,53,47,0,31,0,6,0,36,0
26,312,19,12,69,16,3,17,15,0,23,9,14,0,56
26,313,30,0,6,24,17,31,3,0,37,0,25,24,18
26,314,24,41,26,0,8,14,12,3,0,63,7,62,0
26,315,8,10,7,65,13,9,17,0,47,0,3,34,0
26,316,60,29,38,40,0,23,0,0,0,9,28,24,27
26,317,53,14,10,37,23,11,2,88,22,37,0,3,33
26,318,0,23,42,0,31,4,31,29,18,0,29,25,0
26,319,18,20,0,0,0,27,16,0,27,26,1,14,29
26,320,25,23,21,19,17,15,14,13,12,11,10,9,41
26,321,0,19,22,2,4,0,6,15,4,0,1,7,0
27,322,3,30,4,42,38,15,30,27,10,32,35,0,32
27,323,7,31,18,5,11,6,0,40,4,0,0,0,68
27,324,9,47,29,4,18,14,44,12,0,0,45,0,48
27,325,10,0,35,21,41,0,39,0,9,23,19,36,0
27,326,18,0,24,32,0,2,0,4,12,0,0,18,27
27,327,15,12,10,8,7,6,5,4,3,2,2,2,74
28,328,20,7,20,23,38,17,36,9,10,13,30,28,0
28,329,13,11,9,8,7,6,5,4,3,3,3,3,70
28,330,0,0,13,39,0,49,33,0,7,0,28,0,14
28,331,15,18,8,0,7,24,12,23,3,35,0,18,6
28,332,0,21,2,0,54,0,26,0,0,0,0,2,0
28,333,0,0,28,0,35,23,21,48,0,32,9,66,0
28,334,16,13,10,8,6,5,4,3,2,2,2,2,75
28,335,0,0,44,0,19,36,37,3,11,7,0,26,0
28,336,21,8,48,16,18,0,13,38,26,0,6,50,0
28,337,11,0,31,37,0,11,9,23,4,34,16,0,59
28,338,39,46,16,0,11,2,0,5,14,2,0,0,70
28,339,0,16,17,23,13,16,8,0,14,29,25,0,16
28,340,26,25,24,23,22,21,20,19,18,17,16,15,19
28,341,33,15,14,45,34,17,11,0,21,12,26,32,0
28,342,7,39,49,7,4,11,13,37,0,46,0,0,49
28,343,27,18,29,51,27,18,54,22,0,29,24,9,17
29,344,20,17,14,12,10,8,7,6,5,4,3,3,67
29,345,17,14,12,10,8,7,6,5,4,3,3,3,69
29,346,19,0,3,37,0,27,0,31,9,8,16,0,66
29,347,20,6,32,22,9,0,19,27,0,9,26,0,62
29,348,20,0,31,73,33,25,29,8,8,8,4,8,27
29,349,23,3,17,47,17,45,39,27,8,36,10,15,6
29,350,47,0,8,40,23,12,0,22,14,0,1,0,64
29,351,20,5,33,0,0,16,0,0,37,0,0,0,74
29,352,19,8,4,2,1,29,19,11,0,12,20,21,14
30,353,38,65,0,0,51,0,51,18,19,0,6,50,0
30,354,11,9,7,6,5,4,3,2,2,2,2,2,76
30,355,22,0,13,2,0,25,0,12,34,0,27,9,48
30,356,4,14,47,15,31,3,29,4,0,15,6,0,55
30,357,9,11,8,68,56,21,23,10,0,11,30,41,0
31,358,0,26,33,12,9,0,24,0,29,17,11,20,0
31,359,44,11,48,37,6,0,20,3,16,36,0,20,26
31,360,25,45,12,13,18,2,20,20,45,11,28,12,22
31,361,36,26,32,36,8,12,41,0,24,1,37,15,22
31,362,71,16,0,0,0,40,29,0,64,22,24,60,0
31,363,37,31,28,23,7,0,12,26,16,0,12,11,41
31,364,0,22,0,7,25,31,28,21,0,35,0,37,0
31,365,1,19,0,19,35,0,37,1,19,4,26,35,0
31,366,13,19,14,8,28,2,1,29,5,18,8,15,9
31,367,28,0,24,9,0,34,14,41,0,9,11,20,24
31,368,25,0,20,0,0,27,0,51,32,0,63,68,0
31,369,13,10,7,5,4,3,2,1,1,1,1,1,82
31,370,18,39,12,10,0,2,10,0,0,16,0,0,75
31,371,20,17,14,12,10,8,7,6,5,4,3,3,67
31,372,6,8,8,26,25,7,11,41,0,14,18,0,58
31,373,23,19,16,14,12,10,8,7,6,5,4,3,65
32,374,28,0,36,14,6,0,36,2,0,36,0,13,40
32,375,12,19,17,4,12,0,0,30,17,12,5,11,24
32,376,0,17,2,27,7,10,0,0,52,18,23,0,17
32,377,1,30,12,0,18,3,15,48,19,0,34,22,0
32,378,33,10,27,32,22,11,23,0,16,10,7,0,58
32,379,23,0,27,0,0,41,18,25,35,0,28,0,56
32,380,0,7,0,0,18,1,45,27,16,6,17,10,0
32,381,21,18,16,14,12,11,10,9,8,7,6,5,57
32,382,0,12,29,7,47,29,1,19,1,0,12,40,0
32,383,19,27,13,34,0,12,10,13,38,13,9,0,58
32,384,18,16,14,13,12,11,10,9,8,7,6,5,57
32,385,4,49,24,15,15,0,14,8,19,0,23,35,0
32,386,16,13,11,9,8,7,6,5,4,3,3,3,69
32,387,0,0,21,14,41,31,31,20,0,22,16,0,9
33,388,21,17,14,11,9,7,6,5,4,3,2,2,72
33,389,0,2,4,27,25,16,20,0,23,13,1,0,22
33,390,20,80,32,0,0,36,32,27,0,22,1,28,0
33,391,18,41,8,24,0,19,40,29,0,26,27,18,0
33,392,28,23,56,20,3,30,12,17,0,13,16,12,29
33,393,21,27,10,5,37,0,6,40,4,13,7,0,62
33,394,26,22,19,16,13,11,9,8,7,6,5,4,60
33,395,0,7,24,0,42,23,37,4,6,12,58,41,0
33,396,23,19,19,31,67,40,19,9,11,0,28,0,42
33,397,6,10,36,0,0,0,15,0,34,0,19,3,45
34,398,0,13,17,16,18,31,41,12,0,26,9,40,0
34,399,15,12,10,8,6,5,4,3,2,2,2,2,75
34,400,6,8,19,0,0,38,15,32,4,14,19,50,0
34,401,10,0,17,17,45,29,19,0,0,27,11,20,0
34,402,45,41,2,22,17,39,23,15,4,22,8,19,24
34,403,23,18,14,11,9,7,6,5,4,3,2,2,72
34,404,20,19,18,17,16,15,14,13,12,11,10,9,39
34,405,28,0,31,15,0,10,54,32,7,0,0,0,61
34,406,21,19,17,15,13,12,11,10,9,8,7,6,53
34,407,16,51,0,15,0,3,11,8,16,34,32,0,58
34,408,0,11,28,36,22,29,9,5,69,32,0,0,0
34,409,5,12,11,3,0,50,15,11,22,13,6,0,60
34,410,47,0,2,1,15,50,0,9,17,0,9,27,33
34,411,10,0,14,36,0,17,33,13,29,9,18,24,0
34,412,40,12,43,47,18,39,16,43,12,3,0,12,24
34,413,16,14,12,10,9,8,7,6,5,4,3,3,68
34,414,0,36,39,36,13,15,0,23,18,72,37,21,0
35,415,50,13,0,0,20,0,4,10,38,35,2,11,50
35,416,53,2,38,0,8,25,14,20,4,0,44,5,50
35,417,0,21,37,44,25,24,10,36,0,33,9,45,0
35,418,0,2,58,29,31,2,16,61,0,24,47,34,0
35,419,27,48,36,42,21,25,20,15,30,5,53,0,31
35,420,0,22,54,0,11,38,13,31,43,20,25,17,0
35,421,6,15,0,1,0,28,4,4,7,0,20,23,0
35,422,2,32,34,0,21,5,41,5,0,14,0,32,0
35,423,19,1,0,45,36,35,31,0,7,8,0,4,48
35,424,15,5,2,18,0,30,29,22,15,28,31,24,0
35,425,0,29,43,10,56,28,28,42,48,20,31,43,0
35,426,23,13,8,4,40,14,5,0,18,8,3,0,69
35,427,11,33,17,0,17,24,17,10,25,0,0,0,63
35,428,22,9,22,35,0,28,49,20,5,60,17,20,0
35,429,34,33,11,2,7,26,8,0,15,37,18,9,44
35,430,16,24,20,0,0,30,32,32,11,0,0,0,62
36,431,22,17,13,10,8,6,5,4,3,2,2,2,73
36,432,23,19,16,13,11,9,7,6,5,4,3,2,69
36,433,0,48,0,26,13,16,0,40,22,47,0,11,0
36,434,12,3,15,31,28,20,15,37,0,0,0,35,0
36,435,0,5,33,46,0,7,21,19,53,0,0,56,0
36,436,2,27,19,0,18,7,56,23,0,51,2,0,40
36,437,39,28,8,11,40,0,41,10,30,17,60,0,39
36,438,49,0,25,0,4,20,0,15,0,27,12,34,26
36,439,10,8,6,5,4,3,2,2,2,2,2,2,76
36,440,28,66,24,48,38,5,40,5,6,11,12,28,0
36,441,33,0,20,39,25,63,26,8,72,48,0,0,28
36,442,27,3,8,41,0,0,51,12,40,0,0,0,60
36,443,25,21,18,15,13,11,9,8,7,6,5,4,60
37,444,0,0,1,0,0,13,6,8,0,31,64,0,24
37,445,21,25,17,5,38,18,12,15,14,11,24,0,56
37,446,0,11,30,28,35,23,26,22,47,7,16,0,0
37,447,7,7,14,32,18,2,2,18,16,24,33,70,0
37,448,0,0,43,16,18,4,6,23,0,20,45,0,13
38,449,1,0,19,37,0,0,0,32,8,8,18,0,49
38,450,26,0,27,25,0,20,36,26,1,15,30,16,22
38,451,26,26,0,30,16,1,30,6,0,0,11,27,12
38,452,21,1,28,0,47,28,17,49,34,5,17,0,46
38,453,11,37,46,0,0,20,50,16,0,3,19,20,0
38,454,28,0,0,0,6,1,47,5,0,0,11,0,77
38,455,29,24,20,17,14,12,10,8,7,6,5,4,59
38,456,26,22,19,16,14,12,10,9,8,7,6,5,56
38,457,20,18,16,15,14,13,12,11,10,9,8,7,49
38,458,0,44,25,28,0,14,19,10,0,70,32,23,0
38,459,30,30,0,0,5,39,0,45,31,38,0,16,23
